return_id,order_id,return_date,return_reason,return_amount,refund_method,return_status
RET01000,ORD0011298,2023-12-10,Quality Issue,28750.0,Credit Card,Refunded
RET01001,ORD0011304,2024-04-28,Quality Issue,85.0,Fawry,Pending
RET01002,ORD0011338,2022-07-20,Quality Issue,7000.0,Vodafone Cash,Refunded
RET01003,ORD0011406,2023-10-16,Size Issue,210.0,InstaPay,Refunded
RET01004,ORD0011420,2024-09-07,Duplicate Order,1225.5,Fawry,Refunded
RET01005,ORD0011429,2022-09-07,Wrong Item Delivered,2006.5,Credit Card,Refunded
RET01006,ORD0011457,2024-12-10,Wrong Item Delivered,740.5,Credit Card,Pending
RET01007,ORD0011462,2023-02-08,Changed Mind,298.0,Credit Card,Rejected
RET01008,ORD0011480,2023-11-01,Wrong Item Delivered,534.5,Fawry,Rejected
RET01009,ORD0011481,2022-04-07,Size Issue,770.0,Debit Card,Refunded
RET01010,ORD0011494,2022-11-04,Duplicate Order,540.0,Credit Card,Rejected
RET01011,ORD0011504,2024-01-05,Duplicate Order,1987.5,Credit Card,Refunded
RET01012,ORD0011541,2024-09-28,Size Issue,288.0,Vodafone Cash,Refunded
RET01013,ORD0011543,2024-06-22,Changed Mind,204.0,Credit Card,Refunded
RET01014,ORD0011546,2024-12-06,Quality Issue,12771.0,Fawry,Pending
RET01015,ORD0011573,2023-05-24,Changed Mind,6336.0,InstaPay,Rejected
RET01016,ORD0011575,2023-01-28,Quality Issue,17700.0,Vodafone Cash,Refunded
RET01017,ORD0011581,2024-03-26,Quality Issue,2822.0,Fawry,Refunded
RET01018,ORD0011591,2022-09-08,Defective Product,760.0,Debit Card,Refunded
RET01019,ORD0011603,2022-04-21,Size Issue,14788.0,Cash,Refunded
RET01020,ORD0011625,2023-05-03,Duplicate Order,1050.0,Vodafone Cash,Refunded
RET01021,ORD0011668,2024-08-07,Wrong Item Delivered,1612.0,Cash,Refunded
RET01022,ORD0011678,2022-06-17,Size Issue,2613.0,Credit Card,Refunded
RET01023,ORD0011682,2022-10-29,Duplicate Order,127.5,InstaPay,Refunded
RET01024,ORD0011685,2024-12-25,Quality Issue,900.0,Cash,Refunded
RET01025,ORD0011687,2022-12-29,Defective Product,970.5,InstaPay,Refunded
RET01026,ORD0011696,2022-08-22,Size Issue,3930.0,Vodafone Cash,Rejected
RET01027,ORD0011703,2022-12-08,Changed Mind,318.5,Vodafone Cash,Refunded
RET01028,ORD0011733,2023-09-18,Wrong Item Delivered,774.0,Credit Card,Refunded
RET01029,ORD0011739,2022-02-18,Size Issue,800.0,Credit Card,Refunded
RET01030,ORD0011743,2024-08-16,Defective Product,1322.5,Debit Card,Refunded
RET01031,ORD0011744,2023-03-17,Changed Mind,5250.0,Credit Card,Rejected
RET01032,ORD0011760,2023-07-29,Defective Product,480.0,Credit Card,Refunded
RET01033,ORD0011776,2022-04-02,Size Issue,2212.5,Cash,Refunded
RET01034,ORD0011784,2022-08-11,Changed Mind,8455.0,Credit Card,Refunded
RET01035,ORD0011793,2023-09-06,Changed Mind,2953.0,Debit Card,Refunded
RET01036,ORD0011811,2023-03-06,Wrong Item Delivered,1267.0,Cash,Refunded
RET01037,ORD0011815,2024-04-10,Changed Mind,1135.0,Cash,Refunded
RET01038,ORD0011829,2022-04-27,Size Issue,460.0,Fawry,Refunded
RET01039,ORD0011830,2024-01-24,Quality Issue,1962.0,InstaPay,Refunded
RET01040,ORD0011834,2024-09-28,Duplicate Order,3582.5,Fawry,Pending
RET01041,ORD0011837,2023-05-26,Size Issue,720.0,Cash,Refunded
RET01042,ORD0011845,2022-02-18,Wrong Item Delivered,741.0,Vodafone Cash,Refunded
RET01043,ORD0011848,2023-12-31,Size Issue,1551.0,Debit Card,Refunded
RET01044,ORD0011850,2022-09-15,Defective Product,2462.5,Vodafone Cash,Refunded
RET01045,ORD0011853,2024-10-25,Quality Issue,1530.5,Credit Card,Refunded
RET01046,ORD0011860,2022-04-29,Size Issue,793.0,Vodafone Cash,Refunded
RET01047,ORD0011874,2022-06-20,Defective Product,160.0,Cash,Refunded
RET01048,ORD0011879,2022-04-19,Size Issue,703.0,Vodafone Cash,Refunded
RET01049,ORD0011881,2022-11-15,Duplicate Order,199.5,Vodafone Cash,Refunded
RET01050,ORD0011887,2023-05-01,Changed Mind,319.5,Debit Card,Refunded
RET01051,ORD0011890,2022-04-01,Duplicate Order,1573.0,Cash,Refunded
RET01052,ORD0011907,2022-08-30,Duplicate Order,761.0,InstaPay,Pending
RET01053,ORD0011946,2024-01-02,Quality Issue,1089.0,Fawry,Refunded
RET01054,ORD0011969,2023-10-04,Defective Product,234.0,Vodafone Cash,Refunded
RET01055,ORD0011985,2024-10-26,Size Issue,180.0,Vodafone Cash,Refunded
RET01056,ORD0011994,2024-07-15,Quality Issue,17246.0,Credit Card,Refunded
